Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label,Kata,Hitung
@anteraja_id @AnterajaCare @AnterajaCare gimana ini min... saya mau cek resi juga gak bisa soalnya di website minta no resi pake koma sementara saya dapet yg gak pake koma https://t.co/6fMx5WXW5e,gimana ini min saya mau cek resi juga gak bisa soalnya di website minta no resi pake koma sementara saya dapet yg gak pake koma,gimana ini min saya mau cek resi juga gak bisa soalnya di website minta no resi pake koma sementara saya dapet yg gak pake koma,"['gimana', 'ini', 'min', 'saya', 'mau', 'cek', 'resi', 'juga', 'gak', 'bisa', 'soalnya', 'di', 'website', 'minta', 'no', 'resi', 'pake', 'koma', 'sementara', 'saya', 'dapet', 'yg', 'gak', 'pake', 'koma']","gimana,ini,min,saya,mau,cek,resi,juga,gak,bisa,soal,di,website,minta,no,resi,pake,koma,sementara,saya,dapet,yg,gak,pake,koma","gimana,min,cek,resi,gak,website,no,resi,pake,koma,dapet,yg,gak,pake,koma","gimana,resi,website,resi,pake,koma,dapet,pake,koma",netral,"['gimana', 'resi', 'website', 'resi', 'pake', 'koma', 'dapet', 'pake', 'koma']","{'gimana': 1, 'resi': 2, 'website': 1, 'pake': 2, 'koma': 2, 'dapet': 1}"
"@anteraja_id min paket gw kok statusnya aneh, dari senin mau di kirim ke alamat sampe hari ini blm sampe, sedangakan paket yg lain dah pada sampe coba min d cek
10006920123944",min paket gw kok statusnya aneh dari senin mau di kirim ke alamat sampe hari ini blm sampe sedangakan paket yg lain dah pada sampe coba min cek,min paket gw kok statusnya aneh dari senin mau di kirim ke alamat sampe hari ini blm sampe sedangakan paket yg lain dah pada sampe coba min cek,"['min', 'paket', 'gw', 'kok', 'statusnya', 'aneh', 'dari', 'senin', 'mau', 'di', 'kirim', 'ke', 'alamat', 'sampe', 'hari', 'ini', 'blm', 'sampe', 'sedangakan', 'paket', 'yg', 'lain', 'dah', 'pada', 'sampe', 'coba', 'min', 'cek']","min,paket,gw,kok,status,aneh,dari,senin,mau,di,kirim,ke,alamat,sampe,hari,ini,blm,sampe,sedangakan,paket,yg,lain,dah,pada,sampe,coba,min,cek","min,paket,gw,status,aneh,senin,kirim,alamat,sampe,blm,sampe,sedangakan,paket,yg,dah,sampe,coba,min,cek","paket,status,aneh,senin,kirim,alamat,sampe,sampe,sedangakan,paket,sampe,coba",negatif,"['paket', 'status', 'aneh', 'senin', 'kirim', 'alamat', 'sampe', 'sampe', 'sedangakan', 'paket', 'sampe', 'coba']","{'paket': 2, 'status': 1, 'aneh': 1, 'senin': 1, 'kirim': 1, 'alamat': 1, 'sampe': 3, 'sedangakan': 1, 'coba': 1}"
@AnterajaCare @anteraja_id 10006914437091 lama bener paket udah 2 hari diem aja ga diantar-antar oleh kurir,lama bener paket udah hari diem aja ga diantarantar oleh kurir,lama bener paket udah hari diem aja ga diantarantar oleh kurir,"['lama', 'bener', 'paket', 'udah', 'hari', 'diem', 'aja', 'ga', 'diantarantar', 'oleh', 'kurir']","lama,bener,paket,udah,hari,diem,aja,ga,diantarantar,oleh,kurir","bener,paket,udah,diem,aja,ga,diantarantar,kurir","bener,paket,udah,diem,diantarantar,kurir",negatif,"['bener', 'paket', 'udah', 'diem', 'diantarantar', 'kurir']","{'bener': 1, 'paket': 1, 'udah': 1, 'diem': 1, 'diantarantar': 1, 'kurir': 1}"
"@mohdidanr @anteraja_id @AnterajaCare ini waktu itu kepepet sih, ga sengaja kepilih",ini waktu itu kepepet sih ga sengaja kepilih,ini waktu itu kepepet sih ga sengaja kepilih,"['ini', 'waktu', 'itu', 'kepepet', 'sih', 'ga', 'sengaja', 'kepilih']","ini,waktu,itu,pepet,sih,ga,sengaja,pilih","pepet,sih,ga,sengaja,pilih","pepet,sengaja,pilih",netral,"['pepet', 'sengaja', 'pilih']","{'pepet': 1, 'sengaja': 1, 'pilih': 1}"
@anteraja_id kapan nih min ada Photocard yang versi member2 lain juga min 🥹,kapan nih min ada Photocard yang versi member lain juga min,kapan nih min ada photocard yang versi member lain juga min,"['kapan', 'nih', 'min', 'ada', 'photocard', 'yang', 'versi', 'member', 'lain', 'juga', 'min']","kapan,nih,min,ada,photocard,yang,versi,member,lain,juga,min","nih,min,photocard,versi,member,min","photocard,versi,member",netral,"['photocard', 'versi', 'member']","{'photocard': 1, 'versi': 1, 'member': 1}"
@Freya_JKT48 @anteraja_id tolong semnagatin aku puasa dengan memberikan pap,tolong semnagatin aku puasa dengan memberikan pap,tolong semnagatin aku puasa dengan memberikan pap,"['tolong', 'semnagatin', 'aku', 'puasa', 'dengan', 'memberikan', 'pap']","tolong,semnagatin,aku,puasa,dengan,beri,pap","tolong,semnagatin,puasa,pap","tolong,semnagatin,puasa",netral,"['tolong', 'semnagatin', 'puasa']","{'tolong': 1, 'semnagatin': 1, 'puasa': 1}"
halo admin @anteraja_id @AnterajaCare kenapa paketanku muter muter sih. padahal udah sampai di Hub Sukoharjo itu tinggal antar ke alamat rumah loh. kenapa balik lagi ke Hub Semarang. kok gajelas banget gini sih https://t.co/snO06EkTo7,halo admin kenapa paketanku muter muter sih padahal udah sampai di Hub Sukoharjo itu tinggal antar ke alamat rumah loh kenapa balik lagi ke Hub Semarang kok gajelas banget gini sih,halo admin kenapa paketanku muter muter sih padahal udah sampai di hub sukoharjo itu tinggal antar ke alamat rumah loh kenapa balik lagi ke hub semarang kok gajelas banget gini sih,"['halo', 'admin', 'kenapa', 'paketanku', 'muter', 'muter', 'sih', 'padahal', 'udah', 'sampai', 'di', 'hub', 'sukoharjo', 'itu', 'tinggal', 'antar', 'ke', 'alamat', 'rumah', 'loh', 'kenapa', 'balik', 'lagi', 'ke', 'hub', 'semarang', 'kok', 'gajelas', 'banget', 'gini', 'sih']","halo,admin,kenapa,paket,muter,muter,sih,padahal,udah,sampai,di,hub,sukoharjo,itu,tinggal,antar,ke,alamat,rumah,loh,kenapa,balik,lagi,ke,hub,semarang,kok,gajelas,banget,gin,sih","halo,admin,paket,muter,muter,sih,udah,hub,sukoharjo,tinggal,alamat,rumah,loh,hub,semarang,gajelas,banget,gin,sih","halo,admin,paket,muter,muter,udah,sukoharjo,tinggal,alamat,rumah,semarang,gajelas,banget",negatif,"['halo', 'admin', 'paket', 'muter', 'muter', 'udah', 'sukoharjo', 'tinggal', 'alamat', 'rumah', 'semarang', 'gajelas', 'banget']","{'halo': 1, 'admin': 1, 'paket': 1, 'muter': 2, 'udah': 1, 'sukoharjo': 1, 'tinggal': 1, 'alamat': 1, 'rumah': 1, 'semarang': 1, 'gajelas': 1, 'banget': 1}"
Thanks min @anteraja_id semangat ini mah puasa hari ini,Thanks min semangat ini mah puasa hari ini,thanks min semangat ini mah puasa hari ini,"['thanks', 'min', 'semangat', 'ini', 'mah', 'puasa', 'hari', 'ini']","thanks,min,semangat,ini,mah,puasa,hari,ini","thanks,min,semangat,mah,puasa","thanks,semangat,puasa",netral,"['thanks', 'semangat', 'puasa']","{'thanks': 1, 'semangat': 1, 'puasa': 1}"
"@maungngomul @anteraja_id @AnterajaCare Banyakin sabar aja bang kalo pake ekspedisi itu, pernah ngalamin soalnya 1minggu lebih barang ga dateng-dateng pake ekspedisi itu.

Saran aja, next kalo pesen barang jangan pilih ekspedisi itu, ga beres.",Banyakin sabar aja bang kalo pake ekspedisi itu pernah ngalamin soalnya minggu lebih barang ga datengdateng pake ekspedisi itu Saran aja next kalo pesen barang jangan pilih ekspedisi itu ga beres,banyakin sabar aja bang kalo pake ekspedisi itu pernah ngalamin soalnya minggu lebih barang ga datengdateng pake ekspedisi itu saran aja next kalo pesen barang jangan pilih ekspedisi itu ga beres,"['banyakin', 'sabar', 'aja', 'bang', 'kalo', 'pake', 'ekspedisi', 'itu', 'pernah', 'ngalamin', 'soalnya', 'minggu', 'lebih', 'barang', 'ga', 'datengdateng', 'pake', 'ekspedisi', 'itu', 'saran', 'aja', 'next', 'kalo', 'pesen', 'barang', 'jangan', 'pilih', 'ekspedisi', 'itu', 'ga', 'beres']","banyakin,sabar,aja,bang,kalo,pake,ekspedisi,itu,pernah,ngalamin,soal,minggu,lebih,barang,ga,datengdateng,pake,ekspedisi,itu,saran,aja,next,kalo,sen,barang,jangan,pilih,ekspedisi,itu,ga,beres","banyakin,sabar,aja,bang,kalo,pake,ekspedisi,ngalamin,minggu,barang,ga,datengdateng,pake,ekspedisi,saran,aja,next,kalo,sen,barang,pilih,ekspedisi,ga,beres","banyakin,sabar,bang,kalo,pake,ekspedisi,ngalamin,minggu,barang,datengdateng,pake,ekspedisi,saran,next,kalo,barang,pilih,ekspedisi,beres",negatif,"['banyakin', 'sabar', 'bang', 'kalo', 'pake', 'ekspedisi', 'ngalamin', 'minggu', 'barang', 'datengdateng', 'pake', 'ekspedisi', 'saran', 'next', 'kalo', 'barang', 'pilih', 'ekspedisi', 'beres']","{'banyakin': 1, 'sabar': 1, 'bang': 1, 'kalo': 2, 'pake': 2, 'ekspedisi': 3, 'ngalamin': 1, 'minggu': 1, 'barang': 2, 'datengdateng': 1, 'saran': 1, 'next': 1, 'pilih': 1, 'beres': 1}"
gimana ni admin @anteraja_id @AnterajaCare,gimana ni admin,gimana ni admin,"['gimana', 'ni', 'admin']","gimana,ni,admin","gimana,ni,admin","gimana,admin",netral,"['gimana', 'admin']","{'gimana': 1, 'admin': 1}"
"@anteraja_id belanja di tokopedia dari tanggal 25 Maret sampe sekarang tanggal 29 Maret cuma tertulis menunggu kurir pake Kurir EntarAja, bener2 idiot @tokopedia",belanja di tokopedia dari tanggal Maret sampe sekarang tanggal Maret cuma tertulis menunggu kurir pake Kurir EntarAja bener idiot,belanja di tokopedia dari tanggal maret sampe sekarang tanggal maret cuma tertulis menunggu kurir pake kurir entaraja bener idiot,"['belanja', 'di', 'tokopedia', 'dari', 'tanggal', 'maret', 'sampe', 'sekarang', 'tanggal', 'maret', 'cuma', 'tertulis', 'menunggu', 'kurir', 'pake', 'kurir', 'entaraja', 'bener', 'idiot']","belanja,di,tokopedia,dari,tanggal,maret,sampe,sekarang,tanggal,maret,cuma,tulis,tunggu,kurir,pake,kurir,entaraja,bener,idiot","belanja,tokopedia,tanggal,maret,sampe,tanggal,maret,tulis,tunggu,kurir,pake,kurir,entaraja,bener,idiot","belanja,tokopedia,tanggal,maret,sampe,tanggal,maret,tulis,tunggu,kurir,pake,kurir,entaraja,bener,idiot",negatif,"['belanja', 'tokopedia', 'tanggal', 'maret', 'sampe', 'tanggal', 'maret', 'tulis', 'tunggu', 'kurir', 'pake', 'kurir', 'entaraja', 'bener', 'idiot']","{'belanja': 1, 'tokopedia': 1, 'tanggal': 2, 'maret': 2, 'sampe': 1, 'tulis': 1, 'tunggu': 1, 'kurir': 2, 'pake': 1, 'entaraja': 1, 'bener': 1, 'idiot': 1}"
@C_JesslynJKT48 @anteraja_id Sahur bersama ci jes pict,Sahur bersama ci jes pict,sahur bersama ci jes pict,"['sahur', 'bersama', 'ci', 'jes', 'pict']","sahur,sama,ci,jes,pict","sahur,ci,jes,pict","sahur,pict",netral,"['sahur', 'pict']","{'sahur': 1, 'pict': 1}"
Paket ini di manaaaaaaa 10006926659342 @anteraja_id https://t.co/beqqNNU8bm,Paket ini di manaaaaaaa,paket ini di manaaaaaaa,"['paket', 'ini', 'di', 'manaaaaaaa']","paket,ini,di,manaaaaaaa","paket,manaaaaaaa","paket,manaaaaaaa",negatif,"['paket', 'manaaaaaaa']","{'paket': 1, 'manaaaaaaa': 1}"
@anteraja_id Masih mau menggunakan kurir barbar dan lambat dari jasa pengiriman ini? Lebih baik menggunakan jasa pengiriman lain meskipun jarang ada promo tetapi kurirnya tidak barbar (preman) dan gesit. https://t.co/ddJWS7k6qw,Masih mau menggunakan kurir barbar dan lambat dari jasa pengiriman ini Lebih baik menggunakan jasa pengiriman lain meskipun jarang ada promo tetapi kurirnya tidak barbar preman dan gesit,masih mau menggunakan kurir barbar dan lambat dari jasa pengiriman ini lebih baik menggunakan jasa pengiriman lain meskipun jarang ada promo tetapi kurirnya tidak barbar preman dan gesit,"['masih', 'mau', 'menggunakan', 'kurir', 'barbar', 'dan', 'lambat', 'dari', 'jasa', 'pengiriman', 'ini', 'lebih', 'baik', 'menggunakan', 'jasa', 'pengiriman', 'lain', 'meskipun', 'jarang', 'ada', 'promo', 'tetapi', 'kurirnya', 'tidak', 'barbar', 'preman', 'dan', 'gesit']","masih,mau,guna,kurir,barbar,dan,lambat,dari,jasa,kirim,ini,lebih,baik,guna,jasa,kirim,lain,meski,jarang,ada,promo,tetapi,kurir,tidak,barbar,preman,dan,gesit","kurir,barbar,lambat,jasa,kirim,jasa,kirim,jarang,promo,kurir,barbar,preman,gesit","kurir,barbar,lambat,jasa,kirim,jasa,kirim,jarang,promo,kurir,barbar,preman,gesit",negatif,"['kurir', 'barbar', 'lambat', 'jasa', 'kirim', 'jasa', 'kirim', 'jarang', 'promo', 'kurir', 'barbar', 'preman', 'gesit']","{'kurir': 2, 'barbar': 2, 'lambat': 1, 'jasa': 2, 'kirim': 2, 'jarang': 1, 'promo': 1, 'preman': 1, 'gesit': 1}"
@anteraja_id min emg proses cashout saldo refundaja ke rekening se lama ini kah,min emg proses cashout saldo refundaja ke rekening se lama ini kah,min emg proses cashout saldo refundaja ke rekening se lama ini kah,"['min', 'emg', 'proses', 'cashout', 'saldo', 'refundaja', 'ke', 'rekening', 'se', 'lama', 'ini', 'kah']","min,emg,proses,cashout,saldo,refundaja,ke,rekening,se,lama,ini,kah","min,emg,proses,cashout,saldo,refundaja,rekening,kah","proses,cashout,saldo,refundaja,rekening",negatif,"['proses', 'cashout', 'saldo', 'refundaja', 'rekening']","{'proses': 1, 'cashout': 1, 'saldo': 1, 'refundaja': 1, 'rekening': 1}"
demi allah anter aja lama bgt udh pake yg sehari sampe tp ga sampe2 pdhl order dr hr jumat 😡😡😡😡 nyebeliiiiin! kl basi tanggung jwb ya @anteraja_id !!!!!!!!,demi allah anter aja lama bgt udh pake yg sehari sampe tp ga sampe pdhl order dr hr jumat nyebeliiiiin kl basi tanggung jwb ya,demi allah anter aja lama bgt udh pake yg sehari sampe tp ga sampe pdhl order dr hr jumat nyebeliiiiin kl basi tanggung jwb ya,"['demi', 'allah', 'anter', 'aja', 'lama', 'bgt', 'udh', 'pake', 'yg', 'sehari', 'sampe', 'tp', 'ga', 'sampe', 'pdhl', 'order', 'dr', 'hr', 'jumat', 'nyebeliiiiin', 'kl', 'basi', 'tanggung', 'jwb', 'ya']","demi,allah,anter,aja,lama,bgt,udh,pake,yg,hari,sampe,tp,ga,sampe,pdhl,order,dr,hr,jumat,nyebeliiiiin,kl,basi,tanggung,jwb,ya","allah,anter,aja,bgt,udh,pake,yg,sampe,tp,ga,sampe,pdhl,order,dr,hr,jumat,nyebeliiiiin,kl,basi,tanggung,jwb,ya","allah,anter,pake,sampe,sampe,pdhl,order,jumat,nyebeliiiiin,basi,tanggung",negatif,"['allah', 'anter', 'pake', 'sampe', 'sampe', 'pdhl', 'order', 'jumat', 'nyebeliiiiin', 'basi', 'tanggung']","{'allah': 1, 'anter': 1, 'pake': 1, 'sampe': 2, 'pdhl': 1, 'order': 1, 'jumat': 1, 'nyebeliiiiin': 1, 'basi': 1, 'tanggung': 1}"
@anteraja_id Dedek kitty bombastic side eye 🔥,Dedek kitty bombastic side eye,dedek kitty bombastic side eye,"['dedek', 'kitty', 'bombastic', 'side', 'eye']","dedek,kitty,bombastic,side,eye","dedek,kitty,bombastic,side,eye","dedek,kitty,bombastic,side",netral,"['dedek', 'kitty', 'bombastic', 'side']","{'dedek': 1, 'kitty': 1, 'bombastic': 1, 'side': 1}"
@Freya_JKT48 @_Nur______ @anteraja_id W ga dapet freeeeeeeee,ga dapet freeeeeeeee,ga dapet freeeeeeeee,"['ga', 'dapet', 'freeeeeeeee']","ga,dapet,freeeeeeeee","ga,dapet,freeeeeeeee","dapet,freeeeeeeee",negatif,"['dapet', 'freeeeeeeee']","{'dapet': 1, 'freeeeeeeee': 1}"
@Freya_JKT48 @anteraja_id kerennyaa,kerennyaa,kerennyaa,['kerennyaa'],kerennyaa,kerennyaa,kerennyaa,positif,['kerennyaa'],{'kerennyaa': 1}
@S_GraciaJKT48 @anteraja_id Berarti klo di belakang boleh dong ci wkwk,Berarti klo di belakang boleh dong ci wkwk,berarti klo di belakang boleh dong ci wkwk,"['berarti', 'klo', 'di', 'belakang', 'boleh', 'dong', 'ci', 'wkwk']","arti,klo,di,belakang,boleh,dong,ci,wkwk","arti,klo,ci,wkwk","arti,wkwk",netral,"['arti', 'wkwk']","{'arti': 1, 'wkwk': 1}"
@Freya_JKT48 @anteraja_id semangat kegiatannya yap,semangat kegiatannya yap,semangat kegiatannya yap,"['semangat', 'kegiatannya', 'yap']","semangat,giat,yap","semangat,giat,yap","semangat,giat",netral,"['semangat', 'giat']","{'semangat': 1, 'giat': 1}"
@Freya_JKT48 @anteraja_id aku ketinggalan sr kamu tadi fre. tapi dah nonton ulangannya di yutub,aku ketinggalan sr kamu tadi fre tapi dah nonton ulangannya di yutub,aku ketinggalan sr kamu tadi fre tapi dah nonton ulangannya di yutub,"['aku', 'ketinggalan', 'sr', 'kamu', 'tadi', 'fre', 'tapi', 'dah', 'nonton', 'ulangannya', 'di', 'yutub']","aku,tinggal,sr,kamu,tadi,fre,tapi,dah,nonton,ulang,di,yutub","tinggal,sr,fre,dah,nonton,ulang,yutub","tinggal,nonton,ulang,yutub",netral,"['tinggal', 'nonton', 'ulang', 'yutub']","{'tinggal': 1, 'nonton': 1, 'ulang': 1, 'yutub': 1}"
"@anteraja_id min ini ada masalah apa kah?? Ko paket saya stak dari kemaren ga bergerak,,,",min ini ada masalah apa kah Ko paket saya stak dari kemaren ga bergerak,min ini ada masalah apa kah ko paket saya stak dari kemaren ga bergerak,"['min', 'ini', 'ada', 'masalah', 'apa', 'kah', 'ko', 'paket', 'saya', 'stak', 'dari', 'kemaren', 'ga', 'bergerak']","min,ini,ada,masalah,apa,kah,ko,paket,saya,stak,dari,kemaren,ga,gerak","min,kah,ko,paket,stak,kemaren,ga,gerak","paket,stak,kemaren,gerak",negatif,"['paket', 'stak', 'kemaren', 'gerak']","{'paket': 1, 'stak': 1, 'kemaren': 1, 'gerak': 1}"
@Freya_JKT48 @anteraja_id Mantap.,Mantap,mantap,['mantap'],mantap,mantap,mantap,positif,['mantap'],{'mantap': 1}
Hi @anteraja_id tolong cek DM ya. Thank you,Hi tolong cek DM ya Thank you,hi tolong cek dm ya thank you,"['hi', 'tolong', 'cek', 'dm', 'ya', 'thank', 'you']","hi,tolong,cek,dm,ya,thank,you","hi,tolong,cek,dm,ya,thank,you","tolong,thank",positif,"['tolong', 'thank']","{'tolong': 1, 'thank': 1}"
@Freya_JKT48 @anteraja_id can't relate kk😬✌,cant relate kk,cant relate kk,"['cant', 'relate', 'kk']","cant,relate,kk","cant,relate,kk","cant,relate",negatif,"['cant', 'relate']","{'cant': 1, 'relate': 1}"
@Freya_JKT48 @anteraja_id Anter ke aku kapan fre? @Freya_JKT48,Anter ke aku kapan fre,anter ke aku kapan fre,"['anter', 'ke', 'aku', 'kapan', 'fre']","anter,ke,aku,kapan,fre","anter,fre",anter,netral,['anter'],{'anter': 1}
@C_JesslynJKT48 @anteraja_id Makasih🙏,Makasih,makasih,['makasih'],makasih,makasih,makasih,positif,['makasih'],{'makasih': 1}
"Mau pake @anteraja_id @AnterajaCare ? Pikir pikir dehh, gw udah 2x pake sameday yng katanya 8jam🤣 sampenya selalu besok/lusa nya.

AnterAja? EntarAja maksudnya, ganti deh nama brandnya https://t.co/JZqN9eTdsa",Mau pake Pikir pikir dehh gw udah pake sameday yng katanya jam sampenya selalu besoklusa nya AnterAja EntarAja maksudnya ganti deh nama brandnya,mau pake pikir pikir dehh gw udah pake sameday yng katanya jam sampenya selalu besoklusa nya anteraja entaraja maksudnya ganti deh nama brandnya,"['mau', 'pake', 'pikir', 'pikir', 'dehh', 'gw', 'udah', 'pake', 'sameday', 'yng', 'katanya', 'jam', 'sampenya', 'selalu', 'besoklusa', 'nya', 'anteraja', 'entaraja', 'maksudnya', 'ganti', 'deh', 'nama', 'brandnya']","mau,pake,pikir,pikir,dehh,gw,udah,pake,sameday,yng,kata,jam,sampenya,selalu,besoklusa,nya,anteraja,entaraja,maksud,ganti,deh,nama,brandnya","pake,pikir,pikir,dehh,gw,udah,pake,sameday,yng,jam,sampenya,besoklusa,nya,anteraja,entaraja,maksud,ganti,deh,nama,brandnya","pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif,"['pake', 'pikir', 'pikir', 'dehh', 'udah', 'pake', 'sameday', 'sampenya', 'besoklusa', 'anteraja', 'entaraja', 'maksud', 'ganti', 'nama', 'brandnya']","{'pake': 2, 'pikir': 2, 'dehh': 1, 'udah': 1, 'sameday': 1, 'sampenya': 1, 'besoklusa': 1, 'anteraja': 1, 'entaraja': 1, 'maksud': 1, 'ganti': 1, 'nama': 1, 'brandnya': 1}"
@anteraja_id oniel gua 😍😘😘😘,oniel gua,oniel gua,"['oniel', 'gua']","oniel,gua","oniel,gua",oniel,positif,['oniel'],{'oniel': 1}
@Freya_JKT48 @anteraja_id tutor jadi satpamnya dong ...🙂,tutor jadi satpamnya dong,tutor jadi satpamnya dong,"['tutor', 'jadi', 'satpamnya', 'dong']","tutor,jadi,satpam,dong","tutor,satpam","tutor,satpam",netral,"['tutor', 'satpam']","{'tutor': 1, 'satpam': 1}"
"@anteraja_id tolong cdm ya min, thx",tolong cdm ya min thx,tolong cdm ya min thx,"['tolong', 'cdm', 'ya', 'min', 'thx']","tolong,cdm,ya,min,thx","tolong,cdm,ya,min,thx",tolong,netral,['tolong'],{'tolong': 1}
"@anteraja_id Malam min, mau tanya dong barang dengan kode booking TAA-00000299QYQ kemarin sudah diambil oleh kurir tapi satus belum berubah. Karena kemarin ada 2 barang dengan akun yg berbeda jd yg direquest yg salah satu saja tp barang diambil 22nya, tp statusnya blm berubah.",Malam min mau tanya dong barang dengan kode booking TAA QYQ kemarin sudah diambil oleh kurir tapi satus belum berubah Karena kemarin ada barang dengan akun yg berbeda jd yg direquest yg salah satu saja tp barang diambil nya tp statusnya blm berubah,malam min mau tanya dong barang dengan kode booking taa qyq kemarin sudah diambil oleh kurir tapi satus belum berubah karena kemarin ada barang dengan akun yg berbeda jd yg direquest yg salah satu saja tp barang diambil nya tp statusnya blm berubah,"['malam', 'min', 'mau', 'tanya', 'dong', 'barang', 'dengan', 'kode', 'booking', 'taa', 'qyq', 'kemarin', 'sudah', 'diambil', 'oleh', 'kurir', 'tapi', 'satus', 'belum', 'berubah', 'karena', 'kemarin', 'ada', 'barang', 'dengan', 'akun', 'yg', 'berbeda', 'jd', 'yg', 'direquest', 'yg', 'salah', 'satu', 'saja', 'tp', 'barang', 'diambil', 'nya', 'tp', 'statusnya', 'blm', 'berubah']","malam,min,mau,tanya,dong,barang,dengan,kode,booking,taa,qyq,kemarin,sudah,ambil,oleh,kurir,tapi,satus,belum,ubah,karena,kemarin,ada,barang,dengan,akun,yg,beda,jd,yg,direquest,yg,salah,satu,saja,tp,barang,ambil,nya,tp,status,blm,ubah","malam,min,barang,kode,booking,taa,qyq,kemarin,ambil,kurir,satus,ubah,kemarin,barang,akun,yg,beda,jd,yg,direquest,yg,salah,tp,barang,ambil,nya,tp,status,blm,ubah","malam,barang,kode,booking,kemarin,ambil,kurir,satus,ubah,kemarin,barang,akun,beda,direquest,salah,barang,ambil,status,ubah",negatif,"['malam', 'barang', 'kode', 'booking', 'kemarin', 'ambil', 'kurir', 'satus', 'ubah', 'kemarin', 'barang', 'akun', 'beda', 'direquest', 'salah', 'barang', 'ambil', 'status', 'ubah']","{'malam': 1, 'barang': 3, 'kode': 1, 'booking': 1, 'kemarin': 2, 'ambil': 2, 'kurir': 1, 'satus': 1, 'ubah': 2, 'akun': 1, 'beda': 1, 'direquest': 1, 'salah': 1, 'status': 1}"
@anteraja_id kak ini paket saya kaga di ambil ambil gmn dah mau ke kantornya tutup🥲,kak ini paket saya kaga di ambil ambil gmn dah mau ke kantornya tutup,kak ini paket saya kaga di ambil ambil gmn dah mau ke kantornya tutup,"['kak', 'ini', 'paket', 'saya', 'kaga', 'di', 'ambil', 'ambil', 'gmn', 'dah', 'mau', 'ke', 'kantornya', 'tutup']","kak,ini,paket,saya,kaga,di,ambil,ambil,gmn,dah,mau,ke,kantor,tutup","kak,paket,kaga,ambil,ambil,gmn,dah,kantor,tutup","paket,kaga,ambil,ambil,kantor,tutup",negatif,"['paket', 'kaga', 'ambil', 'ambil', 'kantor', 'tutup']","{'paket': 1, 'kaga': 1, 'ambil': 2, 'kantor': 1, 'tutup': 1}"
@C_JesslynJKT48 @anteraja_id Semangat bener akuh ^^,Semangat bener akuh,semangat bener akuh,"['semangat', 'bener', 'akuh']","semangat,bener,akuh","semangat,bener,akuh","semangat,bener,akuh",netral,"['semangat', 'bener', 'akuh']","{'semangat': 1, 'bener': 1, 'akuh': 1}"
